Ζυρίχη;CH;Europe;Switzerland;Zurich Int. Apt;Ζυρίχη - Zurich Int. Apt (ZRH);ZRH
Ακρωτήρι;CY;Europe;Cyprus;Akrotiri Raf;Ακρωτήρι - Akrotiri Raf (AKT);AKT
Episkopi;CY;Europe;Cyprus;;Episkopi (EPK);EPK
Λάρνακα;CY;Europe;Cyprus;;Λάρνακα (LCA);LCA
Λευκωσία;CY;Europe;Cyprus;;Λευκωσία (NIC);NIC
Πάφος;CY;Europe;Cyprus;;Πάφος (PFO);PFO
Μπρνο;CZ;Europe;Czech Republic;Turany;Μπρνο - Turany (BRQ);BRQ
Κάρλοβυ Βάρυ;CZ;Europe;Czech Republic;Karlovy Vary Airport;Κάρλοβυ Βάρυ - Karlovy Vary Airport (KLV);KLV
Οστράβα;CZ;Europe;Czech Republic;;Οστράβα (OSR);OSR
Πράγα;CZ;Europe;Czech Republic;Ruzyne Airport;Πράγα - Ruzyne Airport (PRG);PRG
Πράγα;CZ;Europe;Czech Republic;UAN Florenc Central Bus Station;Πράγα - UAN Florenc Central Bus Station (PFL);PFL
All Train Stations;DE;Europe;Germany;All Train Stations;All Train Stations (QYG);QYG
Άουγκσμπουργκ;DE;Europe;Germany;Augsburg - Muehlhausen;Άουγκσμπουργκ - Augsburg - Muehlhausen (AGB);AGB
Μπάιρεθ;DE;Europe;Germany;Bindlacher-Berg;Μπάιρεθ - Bindlacher-Berg (BYU);BYU
Βερολίνο;DE;Europe;Germany;Όλα τα αεροδρόμια;Βερολίνο - Όλα τα αεροδρόμια (BER);BER
Βερολίνο;DE;Europe;Germany;Schoenefeld;Βερολίνο - Schoenefeld (SXF);SXF
Βερολίνο;DE;Europe;Germany;Tempelhof;Βερολίνο - Tempelhof (THF);THF
Βερολίνο;DE;Europe;Germany;Tegel / Otto Lilienthal;Βερολίνο - Tegel / Otto Lilienthal (TXL);TXL
Μπόρκουμ;DE;Europe;Germany;;Μπόρκουμ (BMK);BMK
Βρέμη;DE;Europe;Germany;;Βρέμη (BRE);BRE
Cologne;DE;Europe;Germany;Cologne Central Railway Station;Cologne - Cologne Central Railway Station (QKL);QKL
Κολωνία - Βόννη;DE;Europe;Germany;Koln/Bonn Apt. ;Κολωνία - Βόννη - Koln/Bonn Apt.  (CGN);CGN
Ντόρτμουντ;DE;Europe;Germany;;Ντόρτμουντ (DTM);DTM
Δρέσδη;DE;Europe;Germany;Dresden Klotzsche Apt. ;Δρέσδη - Dresden Klotzsche Apt.  (DRS);DRS
Ντίσελντορφ;DE;Europe;Germany;Rhein-Ruhr International;Ντίσελντορφ - Rhein-Ruhr International (DUS);DUS
Ντίσελντορφ;DE;Europe;Germany;Moenchen-Gladbach;Ντίσελντορφ - Moenchen-Gladbach (MGL);MGL
Ντίσελντορφ;DE;Europe;Germany;Weeze;Ντίσελντορφ - Weeze (NRN);NRN
Άισεναχ;DE;Europe;Germany;;Άισεναχ (EIB);EIB
Έρφουρτ;DE;Europe;Germany;;Έρφουρτ (ERF);ERF
Φινκενβέρντερ;DE;Europe;Germany;;Φινκενβέρντερ (XFW);XFW
Φλένσμπουργκ;DE;Europe;Germany;Schaferhaus;Φλένσμπουργκ - Schaferhaus (FLF);FLF
Φρανκφούρτη;DE;Europe;Germany;Rhein-Main;Φρανκφούρτη - Rhein-Main (FRA);FRA
Φρανκφούρτη;DE;Europe;Germany;Frankfurt-Hahn;Φρανκφούρτη - Frankfurt-Hahn (HHN);HHN
Φρίντριχσχαφεν;DE;Europe;Germany;Friedrichshafen Int. Apt ;Φρίντριχσχαφεν - Friedrichshafen Int. Apt  (FDH);FDH
Χάλμπερσταντ;DE;Europe;Germany;;Χάλμπερσταντ (ZHQ);ZHQ
Αμβούργο;DE;Europe;Germany;Fuhlsbuettel;Αμβούργο - Fuhlsbuettel (HAM);HAM
Αμβούργο;DE;Europe;Germany;Luebeck Blankensee;Αμβούργο - Luebeck Blankensee (LBC);LBC
Αννόβερο;DE;Europe;Germany;Hanover Int. Apt ;Αννόβερο - Hanover Int. Apt  (HAJ);HAJ
Χάιντελμπεργκ;DE;Europe;Germany;;Χάιντελμπεργκ (HDB);HDB
Χέλγκολαντ;DE;Europe;Germany;;Χέλγκολαντ (HGL);HGL
Χέρινγκσντορφ;DE;Europe;Germany;;Χέρινγκσντορφ (HDF);HDF
Χοφ;DE;Europe;Germany;;Χοφ (HOQ);HOQ
Γιστ;DE;Europe;Germany;;Γιστ (JUI);JUI
Καρλσρούη / Μπάντεν Μπάντεν;DE;Europe;Germany;Baden Apt;Καρλσρούη / Μπάντεν Μπάντεν - Baden Apt (FKB);FKB
Λειψία;DE;Europe;Germany;Leipzig-Halle;Λειψία - Leipzig-Halle (LEJ);LEJ
Μάνχαϊμ;DE;Europe;Germany;;Μάνχαϊμ (MHG);MHG
Μέμινγκεν;DE;Europe;Germany;Memmingen Airport;Μέμινγκεν - Memmingen Airport (FMM);FMM
Μούνστερ;DE;Europe;Germany;Greven;Μούνστερ - Greven (FMO);FMO
Μόναχο;DE;Europe;Germany;Franz Josef Strauss;Μόναχο - Franz Josef Strauss (MUC);MUC
Νόρντερνεϊ;DE;Europe;Germany;;Νόρντερνεϊ (NRD);NRD
Νυρεμβέργη;DE;Europe;Germany;;Νυρεμβέργη (NUE);NUE
Πάντερμπορν;DE;Europe;Germany;Paderborn/Lippstadt;Πάντερμπορν - Paderborn/Lippstadt (PAD);PAD
Ροστόκ;DE;Europe;Germany;Rostock-Laage;Ροστόκ - Rostock-Laage (RLG);RLG
Σααρμπρίκεν;DE;Europe;Germany;Ensheim Airport;Σααρμπρίκεν - Ensheim Airport (SCN);SCN
Στουτγκάρδη;DE;Europe;Germany;Στουτγκάρδη;Στουτγκάρδη (ZWS);ZWS
Στουτγκάρδη;DE;Europe;Germany;Echterdingen;Στουτγκάρδη - Echterdingen (STR);STR
Βανγκερούγκε;DE;Europe;Germany;;Βανγκερούγκε (AGE);AGE
Βέστερλαντ;DE;Europe;Germany;Westerland - Sylt;Βέστερλαντ - Westerland - Sylt (GWT);GWT
Βίλχελμσαβεν;DE;Europe;Germany;;Βίλχελμσαβεν (WVN);WVN
Zweibruecken;DE;Europe;Germany;;Zweibruecken (ZQW);ZQW
Zweibruecken;DE;Europe;Germany;Zweibruecken Airport;Zweibruecken - Zweibruecken Airport (ZWE);ZWE
Άαλμποργκ;DK;Europe;Denmark;;Άαλμποργκ (AAL);AAL
Άαρχους;DK;Europe;Denmark;Tirstrup;Άαρχους - Tirstrup (AAR);AAR
Μπίλουντ;DK;Europe;Denmark;;Μπίλουντ (BLL);BLL
Μπόρνχολμ;DK;Europe;Denmark;;Μπόρνχολμ (RNN);RNN
Κοπεγχάγη;DK;Europe;Denmark;;Κοπεγχάγη (CPH);CPH
Έσμπιεργκ;DK;Europe;Denmark;Esbjerg Airport;Έσμπιεργκ - Esbjerg Airport (EBJ);EBJ
Φρεντερίκια;DK;Europe;Denmark;;Φρεντερίκια (ZBJ);ZBJ
Χέρνινγκ;DK;Europe;Denmark;;Χέρνινγκ (XAK);XAK
Οντένσε;DK;Europe;Denmark;;Οντένσε (ZBQ);ZBQ
Κάρντλα;EE;Europe;Estonia;;Κάρντλα (KDL);KDL
Ταλίν;EE;Europe;Estonia;;Ταλίν (TLL);TLL
Tartu;EE;Europe;Estonia;Tartu;Tartu (TAY);TAY
Αλικάντε;ES;Europe;Spain;El Altet Apt;Αλικάντε - El Altet Apt (ALC);ALC
Αλικάντε;ES;Europe;Spain;Alicante Railway Station;Αλικάντε - Alicante Railway Station (YJE);YJE
Αλμερία;ES;Europe;Spain;Almeria Int. Apt;Αλμερία - Almeria Int. Apt (LEI);LEI
Αστούριας;ES;Europe;Spain;;Αστούριας (OVD);OVD
Μπανταχόζ;ES;Europe;Spain;Talavera La Real Apt;Μπανταχόζ - Talavera La Real Apt (BJZ);BJZ
Βαρκελώνη;ES;Europe;Spain;Barcelona Int. Apt;Βαρκελώνη - Barcelona Int. Apt (BCN);BCN
Μπιλμπάο;ES;Europe;Spain;;Μπιλμπάο (BIO);BIO
Θέουτα;ES;Europe;Spain;;Θέουτα (JCU);JCU
Φουερτεβεντούρα;ES;Europe;Spain;Puerto del Rosario;Φουερτεβεντούρα - Puerto del Rosario (FUE);FUE
Τζερόνα;ES;Europe;Spain;;Τζερόνα (GRO);GRO
Γρανάδα;ES;Europe;Spain;Granada Int. Apt;Γρανάδα - Granada Int. Apt (GRX);GRX
Ίμπιζα;ES;Europe;Spain;;Ίμπιζα (IBZ);IBZ
Χερέθ Ντε Λα Φροντέρα;ES;Europe;Spain;La Parra Apt;Χερέθ Ντε Λα Φροντέρα - La Parra Apt (XRY);XRY
Λα Κορούνια;ES;Europe;Spain;;Λα Κορούνια (LCG);LCG
La Gomera;ES;Europe;Spain;;La Gomera (GMZ);GMZ
Λα Πάλμα;ES;Europe;Spain;;Λα Πάλμα (SPC);SPC
Λανθαρότε;ES;Europe;Spain;;Λανθαρότε (ACE);ACE
Λας Πάλμας;ES;Europe;Spain;Gran Canaria Int. Apt;Λας Πάλμας - Gran Canaria Int. Apt (LPA);LPA
Λεόν;ES;Europe;Spain;Leon Airport;Λεόν - Leon Airport (LEN);LEN
Lleida;ES;Europe;Spain;Lleida-Alguaire Airport;Lleida - Lleida-Alguaire Airport (ILD);ILD
Λογκρόνο;ES;Europe;Spain;Agoncillo;Λογκρόνο - Agoncillo (RJL);RJL
Μαδρίτη;ES;Europe;Spain;Madrid-Barajas ;Μαδρίτη - Madrid-Barajas  (MAD);MAD
Μάλαγα;ES;Europe;Spain;Pablo Picasso Apt;Μάλαγα - Pablo Picasso Apt (AGP);AGP
Μαγιόρκα (Πάλμα);ES;Europe;Spain;Palma de Mallorca ;Μαγιόρκα (Πάλμα) - Palma de Mallorca  (PMI);Πάλμα - Palma de Mallorca  
Μελίλα;ES;Europe;Spain;;Μελίλα (MLN);MLN
Μενόρκα;ES;Europe;Spain;;Μενόρκα (MAH);MAH
Μούρθια;ES;Europe;Spain;San Javier Apt;Μούρθια - San Javier Apt (MJV);MJV
Μούρθια;ES;Europe;Spain;Murcia Railway Station;Μούρθια - Murcia Railway Station (XUT);XUT
Παμπλόνα;ES;Europe;Spain;Pamplona Railway Station;Παμπλόνα - Pamplona Railway Station (EEP);EEP
Παμπλόνα;ES;Europe;Spain;;Παμπλόνα (PNA);PNA
Ρέους;ES;Europe;Spain;;Ρέους (REU);REU
Salamanca;ES;Europe;Spain;Matacan Airport;Salamanca - Matacan Airport (SLM);SLM
Σαν Σεμπάστιαν;ES;Europe;Spain;;Σαν Σεμπάστιαν (EAS);EAS
Σανταντέρ;ES;Europe;Spain;Santander Airport;Σανταντέρ - Santander Airport (SDR);SDR
Σαντιάγκο ντε Κομποστέλα;ES;Europe;Spain;SANTIAGO AIRPORT;Σαντιάγκο ντε Κομποστέλα - SANTIAGO AIRPORT (SCQ);SCQ
Σεβίλλη;ES;Europe;Spain;San Pablo Apt;Σεβίλλη - San Pablo Apt (SVQ);SVQ
Σεβίλλη;ES;Europe;Spain;Santa Justa Railway Station;Σεβίλλη - Santa Justa Railway Station (XQA);XQA
Τενερίφη;ES;Europe;Spain;Όλα τα αεροδρόμια;Τενερίφη - Όλα τα αεροδρόμια (TCI);TCI
Τενερίφη Βορράς;ES;Europe;Spain;Los Rodeos;Τενερίφη Βορράς - Los Rodeos (TFN);TFN
Τενερίφη Νότος;ES;Europe;Spain;Reina Sofia;Τενερίφη Νότος - Reina Sofia (TFS);TFS
Βαλένθια;ES;Europe;Spain;Valencia Railway Station;Βαλένθια - Valencia Railway Station (YJV);YJV
Βαλένθια;ES;Europe;Spain;;Βαλένθια (VLC);VLC
Βαγιαδολίδ;ES;Europe;Spain;Campo Grande Railway Station;Βαγιαδολίδ - Campo Grande Railway Station (XIV);XIV
Βαγιαδολίδ;ES;Europe;Spain;;Βαγιαδολίδ (VLL);VLL
Βαλβέρδε;ES;Europe;Spain;Hierro;Βαλβέρδε - Hierro (VDE);VDE
Βίγκο;ES;Europe;Spain;Vigo-Peinador Apt.;Βίγκο - Vigo-Peinador Apt. (VGO);VGO
Βιτόρια;ES;Europe;Spain;;Βιτόρια (VIT);VIT
Σαραγόσα;ES;Europe;Spain;;Σαραγόσα (ZAZ);ZAZ
Ενοντέκιο;FI;Europe;Finland;;Ενοντέκιο (ENF);ENF
Ελσίνκι;FI;Europe;Finland;Vantaa Int. Apt ;Ελσίνκι - Vantaa Int. Apt  (HEL);HEL
Ιβάλο;FI;Europe;Finland;;Ιβάλο (IVL);IVL
Γιοένσου;FI;Europe;Finland;;Γιοένσου (JOE);JOE
Τζιβασκίλα;FI;Europe;Finland;;Τζιβασκίλα (JYV);JYV
Καγιάνι;FI;Europe;Finland;;Καγιάνι (KAJ);KAJ
Κίτιλα;FI;Europe;Finland;;Κίτιλα (KTT);KTT
Κοκόλα / Πιετρσάαρι;FI;Europe;Finland;Kruunupyy Apt ;Κοκόλα / Πιετρσάαρι - Kruunupyy Apt  (KOK);KOK
Κουόπιο;FI;Europe;Finland;;Κουόπιο (KUO);KUO
Κουουσάμο;FI;Europe;Finland;;Κουουσάμο (KAO);KAO
Λαπεενράντα;FI;Europe;Finland;;Λαπεενράντα (LPP);LPP
Μάριεχαμν;FI;Europe;Finland;;Μάριεχαμν (MHQ);MHQ
Μικέλι;FI;Europe;Finland;;Μικέλι (MIK);MIK
Ούλου;FI;Europe;Finland;;Ούλου (OUL);OUL
Πόρι;FI;Europe;Finland;;Πόρι (POR);POR
Ροβανιέμι;FI;Europe;Finland;;Ροβανιέμι (RVN);RVN
Σαβονλίνα;FI;Europe;Finland;;Σαβονλίνα (SVL);SVL
Seinajoki;FI;Europe;Finland; Ilmajoki Airport;Seinajoki -  Ilmajoki Airport (SJY);SJY
Τάμπερε;FI;Europe;Finland;Tampere-Pirkkala Apt ;Τάμπερε - Tampere-Pirkkala Apt  (TMP);TMP
Τούρκου;FI;Europe;Finland;;Τούρκου (TKU);TKU
Βάασα;FI;Europe;Finland;;Βάασα (VAA);VAA
Βαρκάους;FI;Europe;Finland;;Βαρκάους (VRK);VRK
Νήσοι Φερόες;FO;Europe;Faroe Islands;;Νήσοι Φερόες (FAE);FAE
 Louvigny;FR;Europe;France;Gare de Lorraine TGV; Louvigny - Gare de Lorraine TGV (XZI);XZI
Αγκέν;FR;Europe;France;La Garenne Apt ;Αγκέν - La Garenne Apt  (AGF);AGF
Αγιάτσιο;FR;Europe;France;;Αγιάτσιο (AJA);AJA
Ανζέρ;FR;Europe;France;Marce;Ανζέρ - Marce (ANE);ANE
Ανζέρ;FR;Europe;France;Gare de Aangers Saint Laud ;Ανζέρ - Gare de Aangers Saint Laud  (QXG);QXG
Ανγκουλέμ;FR;Europe;France;;Ανγκουλέμ (ANG);ANG
Ανεσί;FR;Europe;France;Meythet Apt ;Ανεσί - Meythet Apt  (NCY);NCY
Αουριλάκ;FR;Europe;France;;Αουριλάκ (AUR);AUR
Αβινιόν;FR;Europe;France;Caumont Apt ;Αβινιόν - Caumont Apt  (AVN);AVN
Αβινιόν;FR;Europe;France;Avignon Railway Station;Αβινιόν - Avignon Railway Station (XZN);XZN
Μπαστία;FR;Europe;France;Poretta Apt ;Μπαστία - Poretta Apt  (BIA);BIA
Μπερζεράκ;FR;Europe;France;Biarritz-Anglet-Bayonee Apt. ;Μπερζεράκ - Biarritz-Anglet-Bayonee Apt.  (EGC);EGC
Μπεζιέρ;FR;Europe;France;Beziers Vias Apt ;Μπεζιέρ - Beziers Vias Apt  (BZR);BZR
Μπιαρίτζ;FR;Europe;France;Biarritz-Anglet-Bayonee Apt. ;Μπιαρίτζ - Biarritz-Anglet-Bayonee Apt.  (BIQ);BIQ
Μπορντό;FR;Europe;France;Gare de Bordeaux;Μπορντό - Gare de Bordeaux (ZFQ);ZFQ
Μπορντό;FR;Europe;France;;Μπορντό (BOD);BOD
Μπρεστ;FR;Europe;France;Guipavas Apt ;Μπρεστ - Guipavas Apt  (BES);BES
Μπριβ - Λα - Γκαγιάρντ;FR;Europe;France;Laroche;Μπριβ - Λα - Γκαγιάρντ - Laroche (BVE);BVE
Καέν;FR;Europe;France;Carpiquet Apt. ;Καέν - Carpiquet Apt.  (CFR);CFR
Κάλβι;FR;Europe;France;Sainte-Catherine Apt. ;Κάλβι - Sainte-Catherine Apt.  (CLY);CLY
Κάννες;FR;Europe;France;Mandelieu;Κάννες - Mandelieu (CEQ);CEQ
Κάννες;FR;Europe;France;Coisette Heliport;Κάννες - Coisette Heliport (JCA);JCA
Κάννες;FR;Europe;France;Vieux Port;Κάννες - Vieux Port (QYW);QYW
Καρκασόν;FR;Europe;France;;Καρκασόν (CCF);CCF
Καστρ;FR;Europe;France;Castres-Mazamet Apt ;Καστρ - Castres-Mazamet Apt  (DCM);DCM
Chalons en Champagne;FR;Europe;France;Vatry International Airport;Chalons en Champagne - Vatry International Airport (XCR);XCR
Σαμπερί;FR;Europe;France;;Σαμπερί (CMF);CMF
Κλερμόν - Φεράν;FR;Europe;France;Auvergne Apt. ;Κλερμόν - Φεράν - Auvergne Apt.  (CFE);CFE
Ντοβίλ;FR;Europe;France;;Ντοβίλ (DOL);DOL
Ντιζόν;FR;Europe;France;;Ντιζόν (DIJ);DIJ
Ντινάρντ;FR;Europe;France;Dinard Plertuit Apt. ;Ντινάρντ - Dinard Plertuit Apt.  (DNR);DNR
Επινάλ;FR;Europe;France;;Επινάλ (EPL);EPL
Φιγκαρί;FR;Europe;France;Sud Corse Apt ;Φιγκαρί - Sud Corse Apt  (FSC);FSC
Γκρενόμπλ;FR;Europe;France;Grenoble St. Geoirs Apt ;Γκρενόμπλ - Grenoble St. Geoirs Apt  (GNB);GNB
Λα Ροσέλ;FR;Europe;France;;Λα Ροσέλ (LRH);LRH
Λανιόν;FR;Europe;France;Lannion-Servel Apt ;Λανιόν - Lannion-Servel Apt  (LAI);LAI
Λε Χαβρ;FR;Europe;France;Octeville Apt. ;Λε Χαβρ - Octeville Apt.  (LEH);LEH
Λε Μαν;FR;Europe;France;;Λε Μαν (ZLN);ZLN
Λε Πουί;FR;Europe;France;Loudes Apt. ;Λε Πουί - Loudes Apt.  (LPY);LPY
Λε Τουκέ;FR;Europe;France;;Λε Τουκέ (LTQ);LTQ
Λιλ;FR;Europe;France;Lesquin;Λιλ - Lesquin (LIL);LIL
Λιλ;FR;Europe;France;Gare de Lille Europe;Λιλ - Gare de Lille Europe (XDB);XDB
Λιμόζ;FR;Europe;France;Bellegarde Apt. ;Λιμόζ - Bellegarde Apt.  (LIG);LIG
Λοριάν;FR;Europe;France;Lann Bihoue Apt. ;Λοριάν - Lann Bihoue Apt.  (LRT);LRT
Λουρντ / Ταρμπ;FR;Europe;France;Lourdes-Tarbess Int. Apt ;Λουρντ / Ταρμπ - Lourdes-Tarbess Int. Apt  (LDE);LDE
Λυόν;FR;Europe;France;Satolas;Λυόν - Satolas (LYS);LYS
Λυόν;FR;Europe;France;Gare de la Part-Dieu;Λυόν - Gare de la Part-Dieu (XYD);XYD
Μασσαλία;FR;Europe;France;Marseille Provence Apt. ;Μασσαλία - Marseille Provence Apt.  (MRS);MRS
Μασσαλία;FR;Europe;France;Marseille Railway Station;Μασσαλία - Marseille Railway Station (XRF);XRF
Massy;FR;Europe;France;Massy Railway Station;Massy - Massy Railway Station (XJY);XJY
Μετς;FR;Europe;France;Metz-nancy-lorraine;Μετς - Metz-nancy-lorraine (ETZ);ETZ
Μονπελιέ;FR;Europe;France;Montpellier Railway Station;Μονπελιέ - Montpellier Railway Station (XPJ);XPJ
Μονπελιέ;FR;Europe;France;Mediterranee Apt ;Μονπελιέ - Mediterranee Apt  (MPL);MPL
Μούλχους;FR;Europe;France;;Μούλχους (MLH);MLH
Ναντ;FR;Europe;France;Nantes Atlantique;Ναντ - Nantes Atlantique (NTE);NTE
Ναντ;FR;Europe;France;Nantes Railway Station;Ναντ - Nantes Railway Station (QJZ);QJZ
Νίκαια;FR;Europe;France;Cote d'Azur Int. Apt. ;Νίκαια - Cote d'Azur Int. Apt.  (NCE);NCE
Νιμ;FR;Europe;France;Nimes Railway Station;Νιμ - Nimes Railway Station (ZYN);ZYN
Νιμ;FR;Europe;France;;Νιμ (FNI);FNI
Παρίσι;FR;Europe;France;Beauvais-Tille;Παρίσι - Beauvais-Tille (BVA);BVA
Παρίσι;FR;Europe;France;Charles Degaulle;Παρίσι - Charles Degaulle (CDG);CDG
Παρίσι;FR;Europe;France;Orly;Παρίσι - Orly (ORY);ORY
Παρίσι;FR;Europe;France;Όλα τα αεροδρόμια;Παρίσι - Όλα τα αεροδρόμια (PAR);PAR
Παρίσι;FR;Europe;France;Gare du Nord Rail Station;Παρίσι - Gare du Nord Rail Station (XPG);XPG
Πο;FR;Europe;France;;Πο (PUF);PUF
Περιζό;FR;Europe;France;Perigueux-Bassillac Apt. ;Περιζό - Perigueux-Bassillac Apt.  (PGX);PGX
Περπινιάν;FR;Europe;France;Rivesaltes Apt ;Περπινιάν - Rivesaltes Apt  (PGF);PGF
Πουατιέ;FR;Europe;France;Gare de Poitiers;Πουατιέ - Gare de Poitiers (XOP);XOP
Πουατιέ;FR;Europe;France;Biard;Πουατιέ - Biard (PIS);PIS
Κιμπέρ;FR;Europe;France;;Κιμπέρ (UIP);UIP
Ρεν;FR;Europe;France;;Ρεν (ZFJ);ZFJ
Ρεν;FR;Europe;France;;Ρεν (RNS);RNS
Ροάν;FR;Europe;France;;Ροάν (RNE);RNE
Ροντέ;FR;Europe;France;;Ροντέ (RDZ);RDZ
Ρουέν;FR;Europe;France;Boos Apt ;Ρουέν - Boos Apt  (URO);URO
Saint Pierre des Corps;FR;Europe;France;Gare de Saint Pierre des Corps;Saint Pierre des Corps - Gare de Saint Pierre des Corps (XSH);XSH
Σεν Τροπέ;FR;Europe;France;La Mole;Σεν Τροπέ - La Mole (LTT);LTT
Σεν Τροπέ;FR;Europe;France;;Σεν Τροπέ (XPZ);XPZ
Σεντ Ετιέν;FR;Europe;France;;Σεντ Ετιέν (EBU);EBU
Stasbourg;FR;Europe;France;Stasbourg Bus Station;Stasbourg - Stasbourg Bus Station (XER);XER
Στρασβούργο;FR;Europe;France;Strasbourg Railway Station;Στρασβούργο - Strasbourg Railway Station (XWG);XWG
Στρασβούργο;FR;Europe;France;Entzheim;Στρασβούργο - Entzheim (SXB);SXB
Τουλόν;FR;Europe;France;Toulon Railway Station;Τουλόν - Toulon Railway Station (XZV);XZV
Τουλόν;FR;Europe;France;;Τουλόν (TLN);TLN
Τουλούζη;FR;Europe;France;Toulouse Blagnac Int. Apt ;Τουλούζη - Toulouse Blagnac Int. Apt  (TLS);TLS
Τουρ;FR;Europe;France;St. Symphorien Apt ;Τουρ - St. Symphorien Apt  (TUF);TUF
Βαλενσιέν;FR;Europe;France;;Βαλενσιέν (XVS);XVS
Αμπερντίν ;GB;Europe;United Kingdom;;Αμπερντίν  (ABZ);ABZ
Abingdon;GB;Europe;United Kingdom;RAF Station;Abingdon - RAF Station (ABB);ABB
Αλντερνέι;GB;Europe;United Kingdom;;Αλντερνέι (ACI);ACI
Μπάρα;GB;Europe;United Kingdom;;Μπάρα (BRR);BRR
Μπέλφαστ;GB;Europe;United Kingdom;Belfast-International ;Μπέλφαστ - Belfast-International  (BFS);BFS
Μπέλφαστ;GB;Europe;United Kingdom;George Best City Apt ;Μπέλφαστ - George Best City Apt  (BHD);BHD
Μπενμπεκούλα;GB;Europe;United Kingdom;;Μπενμπεκούλα (BEB);BEB
Μπίρμινγχαμ ;GB;Europe;United Kingdom;Birmingham Int. Apt. ;Μπίρμινγχαμ  - Birmingham Int. Apt.  (BHX);BHX
Μπλάκπουλ;GB;Europe;United Kingdom;Blackpool Int. Apt. ;Μπλάκπουλ - Blackpool Int. Apt.  (BLK);BLK
Μπόρνμουθ;GB;Europe;United Kingdom;;Μπόρνμουθ (BOH);BOH
Μπρίστολ ;GB;Europe;United Kingdom;BristolBristol Int. Apt.;Μπρίστολ  - BristolBristol Int. Apt. (BRS);BRS
Κέιμπριτζ;GB;Europe;United Kingdom;Cambridge City Apt ;Κέιμπριτζ - Cambridge City Apt  (CBG);CBG
Κάμπελταουν;GB;Europe;United Kingdom;;Κάμπελταουν (CAL);CAL
Κάρντιφ;GB;Europe;United Kingdom;Cardiff Int. Apt ;Κάρντιφ - Cardiff Int. Apt  (CWL);CWL
Τσέστερ;GB;Europe;United Kingdom;;Τσέστερ (CEG);CEG
Κόβεντρι;GB;Europe;United Kingdom;Baginton Airport;Κόβεντρι - Baginton Airport (CVT);CVT
Doncaster;GB;Europe;United Kingdom;Robin Hood Airport;Doncaster - Robin Hood Airport (DSA);DSA
Ντάντι;GB;Europe;United Kingdom;;Ντάντι (DND);DND
Ebbsfleet;GB;Europe;United Kingdom;Ebbsfleet International Railway Station;Ebbsfleet - Ebbsfleet International Railway Station (XQE);XQE
Εντέι;GB;Europe;United Kingdom;;Εντέι (EOI);EOI
Εδιμβούργο;GB;Europe;United Kingdom;Edinburg Apt ;Εδιμβούργο - Edinburg Apt  (EDI);EDI
Έξετερ;GB;Europe;United Kingdom;;Έξετερ (EXT);EXT
Νήσος Φερ;GB;Europe;United Kingdom;;Νήσος Φερ (FIE);FIE
Φίλτον;GB;Europe;United Kingdom;;Φίλτον (FZO);FZO
Γλασκώβη;GB;Europe;United Kingdom;Glasgow International;Γλασκώβη - Glasgow International (GLA);GLA
Γλασκώβη;GB;Europe;United Kingdom;Prestwick;Γλασκώβη - Prestwick (PIK);PIK
Γκουέρνσεϊ;GB;Europe;United Kingdom;;Γκουέρνσεϊ (GCI);GCI
Χάμπερσαϊντ;GB;Europe;United Kingdom;;Χάμπερσαϊντ (HUY);HUY
Ινβερνές;GB;Europe;United Kingdom;;Ινβερνές (INV);INV
Ισλέι;GB;Europe;United Kingdom;Glenegedale;Ισλέι - Glenegedale (ILY);ILY
Νήσος του Μαν;GB;Europe;United Kingdom;Ronaldsway Apt ;Νήσος του Μαν - Ronaldsway Apt  (IOM);IOM
Νήσος του Σκίλι;GB;Europe;United Kingdom;St Marys;Νήσος του Σκίλι - St Marys (ISC);ISC
Νήσος του Σκίλι;GB;Europe;United Kingdom;Tresco;Νήσος του Σκίλι - Tresco (TSO);TSO
Τζέρσεϊ;GB;Europe;United Kingdom;Channel Islands, British Isles;Τζέρσεϊ - Channel Islands British Isles (JER);JER
Κίρκγουολ;GB;Europe;United Kingdom;Kirkwall Airport;Κίρκγουολ - Kirkwall Airport (KOI);KOI
Λαντς Εντ;GB;Europe;United Kingdom;;Λαντς Εντ (LEQ);LEQ
Λιντς;GB;Europe;United Kingdom;Leeds Bradford Int. Apt ;Λιντς - Leeds Bradford Int. Apt  (LBA);LBA
Λίβερπουλ;GB;Europe;United Kingdom;Liverpool-John Lennon;Λίβερπουλ - Liverpool-John Lennon (LPL);LPL
Λονδίνο;GB;Europe;United Kingdom; St. Pancras Station;Λονδίνο -  St. Pancras Station (QQS);QQS
Λονδίνο;GB;Europe;United Kingdom;Biggin Hill;Λονδίνο - Biggin Hill (BQH);BQH
Λονδίνο;GB;Europe;United Kingdom;City Airport;Λονδίνο - City Airport (LCY);LCY
Λονδίνο;GB;Europe;United Kingdom;Gatwick;Λονδίνο - Gatwick (LGW);LGW
Λονδίνο;GB;Europe;United Kingdom;Heathrow;Λονδίνο - Heathrow (LHR);LHR
Λονδίνο;GB;Europe;United Kingdom;Όλα τα αεροδρόμια;Λονδίνο - Όλα τα αεροδρόμια (LON);LON
Λονδίνο;GB;Europe;United Kingdom;Luton;Λονδίνο - Luton (LTN);LTN
Λονδίνο;GB;Europe;United Kingdom;Stansted;Λονδίνο - Stansted (STN);STN
Λονδίνο;GB;Europe;United Kingdom;London Southend Airport;Λονδίνο - London Southend Airport (SEN);SEN
